province,district,ward,wardLat,wardLon,wardBounds,wardFormattedAddress
Tỉnh Sóc Trăng,Huyện Long Phú,Xã Phú Hữu,9.689616,106.05814,"9.655542,106.029417 – 9.709205,106.069887","Phú Hữu, Tp. Sóc Trăng, Sóc Trăng, Vietnam"
Tỉnh Sóc Trăng,Huyện Long Phú,Xã Tân Thạnh,9.621597,106.12869,"9.589123,106.09697 – 9.656259,106.159364","Tân Thạnh, Long Phú District, Soc Trang, Vietnam"
Tỉnh Sóc Trăng,Huyện Mỹ Tú,Xã Thuận Hưng,9.585589,105.864259,"9.553584,105.811834 – 9.628474,105.90281","Thuận Hưng, My Tu, Soc Trang, Vietnam"
Tỉnh Sóc Trăng,Huyện Mỹ Xuyên,Xã Thạnh Quới,9.432446,105.799677,"9.400256,105.753484 – 9.469921,105.846278","Thạnh Qưới, Mỹ Xuyên, Sóc Trăng, Vietnam"
Tỉnh Sóc Trăng,Thị xã Ngã Năm,Xã Long Bình,9.536882,105.635388,"9.49444,105.600243 – 9.568505,105.662041","Long Bình, tx. Ngã Năm, Sóc Trăng, Vietnam"
Tỉnh Sóc Trăng,Thị xã Ngã Năm,Xã Tân Long,9.525031,105.658849,"9.48953,105.616636 – 9.582004,105.705257","Tân Long, tx. Ngã Năm, Sóc Trăng, Vietnam"
Tỉnh Thanh Hóa,Huyện Hà Trung,Thị trấn Hà Trung,19.992977,105.845176,"19.978875,105.839109 – 20.020633,105.854237","Hà Trung, Hà Trung District, Thanh Hoa, Vietnam"
Tỉnh Thanh Hóa,Huyện Hà Trung,Xã Hà Bình,20.02639,105.843708,"20.009484,105.82278 – 20.040894,105.865867","Hà Bình, Tx. Bỉm Sơn, Thanh Hóa, Vietnam"
Tỉnh Thanh Hóa,Huyện Như Thanh,Xã Thanh Tân,19.444957,105.582612,"19.370426,105.513446 – 19.519367,105.623626","Thanh Tân, Như Thanh, Thanh Hóa, Vietnam"
Tỉnh Thanh Hóa,Huyện Như Thanh,Xã Yên Thọ,19.58706,105.61193,"19.561913,105.586102 – 19.63127,105.628814","Yên Thọ, Như Thanh, Thanh Hóa, Vietnam"
Tỉnh Thanh Hóa,Huyện Quan Sơn,Thị trấn Sơn Lư,20.271434,104.880489,"20.22961,104.83042 – 20.313485,104.938912","Son Lu, Quan Sơn District, Thanh Hoa, Vietnam"
Tỉnh Thanh Hóa,Huyện Thiệu Hóa,Thị trấn Thiệu Hóa,19.8865,105.678593,"19.876638,105.664358 – 19.905109,105.7056","Thiệu Hóa, Thanh Hóa, Thanh Hoa, Vietnam"
Tỉnh Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Long,19.928132,105.682312,"19.91218,105.668392 – 19.942531,105.706265","Thiệu Long, Thanh Hóa, Vietnam"
Tỉnh Thanh Hóa,Huyện Thường Xuân,Xã Luận Khê,19.789769,105.348246,"19.741577,105.303891 – 19.843615,105.382967","Luận Khê, Thường Xuân District, Thanh Hoa, Vietnam"
Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường An Hưng,19.79425,105.749969,"19.773509,105.734342 – 19.808407,105.764276","An Hoạch, Thanh Hóa, Thanh Hoa, Vietnam"
Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Đông Thọ,19.822408,105.766782,"19.811542,105.758262 – 19.835009,105.787144","Đông Thọ, Thanh Hóa, Thanh Hoa, Vietnam"
Tỉnh Thái Nguyên,Huyện Phú Bình,Xã Thượng Đình,21.494771,105.905369,"21.480924,105.884422 – 21.518758,105.93267","Thượng Đình, Phú Bình, Thai Nguyen, Vietnam"
Tỉnh Thái Nguyên,Thành phố Thái Nguyên,Phường Cam Giá,21.558765,105.873068,"21.547284,105.853076 – 21.575625,105.896203","Cam Giá, Thai Nguyen, Vietnam"
Tỉnh Thái Nguyên,Thành phố Thái Nguyên,Phường Gia Sàng,21.577222,105.849558,"21.564564,105.83293 – 21.584718,105.86606","Gia Sàng, Thái Nguyên, Thai Nguyen, Vietnam"
Tỉnh Tiền Giang,Thành phố Mỹ Tho,Phường 4,10.3575,106.359625,"10.34773,106.356551 – 10.36435,106.362333","Phường 4, Thành phố Mỹ Tho, Tiền Giang, Vietnam"
Tỉnh Tiền Giang,Thành phố Mỹ Tho,Phường 6,10.351872,106.347671,"10.343262,106.336091 – 10.361517,106.357151","Phường 6, Mỹ Tho, Tien Giang, Vietnam"
Tỉnh Tiền Giang,Thị xã Cai Lậy,Phường 3,10.354102,106.374039,"10.347878,106.367065 – 10.365128,106.382579","Phường 2, Mỹ Tho, Tien Giang, Vietnam"
Tỉnh Tiền Giang,Thị xã Cai Lậy,Phường 4,10.405064,106.118672,"10.403715,106.117323 – 10.406413,106.12002","Cai Lậy, Tien Giang, Vietnam"
Tỉnh Tuyên Quang,Huyện Yên Sơn,Xã Thái Bình,21.801658,105.275072,"21.795407,105.257564 – 21.805926,105.286016","Thái Bình, Tp. Tuyên Quang, Tuyên Quang, Vietnam"
Tỉnh Tuyên Quang,Thành phố Tuyên Quang,Xã Kim Phú,21.785667,105.166833,"21.753995,105.145309 – 21.809986,105.198032","Kim Phú, Yên Sơn District, Tuyên Quang, Vietnam"
Tỉnh Tây Ninh,Huyện Châu Thành,Xã Thái Bình,11.344962,106.046384,"11.314685,106.014697 – 11.368518,106.079447","Thái Bình, Châu Thành District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Dương Minh Châu,Xã Chà Là,11.308012,106.216914,"11.253444,106.177292 – 11.328217,106.251043","Chà Là, Dương Minh Châu District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Dương Minh Châu,Xã Phan,11.355186,106.188268,"11.343633,106.184561 – 11.367464,106.193384","xã Phan - núi Bà, Phan, Dương Minh Châu, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Dương Minh Châu,Xã Phước Minh,11.302731,106.311062,"11.269663,106.278091 – 11.426187,106.366539","Phước Minh, Dương Minh Châu District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Dương Minh Châu,Xã Suối Đá,11.43847,106.240447,"11.346732,106.179075 – 11.470358,106.283484","Suối Đá, Dương Minh Châu District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Tân Biên,Xã Mỏ Công,11.455551,106.034629,"11.441877,105.961075 – 11.489193,106.122436","Mỏ Công, Tân Biên, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Tân Biên,Xã Trà Vong,11.425756,106.075775,"11.391706,106.003576 – 11.446068,106.118133","Trà Vong, Tân Biên District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Tân Biên,Xã Tân Phong,11.494389,106.028751,"11.461082,105.959676 – 11.52351,106.124907","Tân Phong, Tân Biên District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Tân Châu,Xã Suối Dây,11.549765,106.216914,"11.469091,106.183206 – 11.634454,106.264373","Suối Dây, Tân Châu District, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Phú,11.509769,106.146332,"11.47666,106.112952 – 11.531876,106.198826","Tân Phú, Tân Châu, Tây Ninh, Vietnam"
Tỉnh Tây Ninh,Thành phố Tây Ninh,Phường 4,11.300025,106.11399,"11.295104,106.104412 – 11.308591,106.129303","Phường 4, Tp. Tây Ninh, Tây Ninh, Vietnam"
Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Mỹ An,10.231054,106.046384,"10.217583,106.018238 – 10.259097,106.062999","Mỹ An, Thành phố Vĩnh Long, Vĩnh Long, Vietnam"
Tỉnh Vĩnh Long,Huyện Tam Bình,Thị trấn Tam Bình,10.050164,106.000705,"10.019356,105.973778 – 10.084431,106.021972","Tam Bình, Vĩnh Long, Vietnam"
Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Hòa Lộc,10.102674,106.01112,"10.075009,105.985858 – 10.137031,106.023989","Hoà Lộc, Tam Bình, Vĩnh Long, Vietnam"
Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Ngãi Tứ,10.010367,105.905369,"9.965554,105.883741 – 10.058614,105.927515","Ngãi Tứ, Thị xã Bình Minh, Vĩnh Long, Vietnam"
Tỉnh Vĩnh Long,Huyện Trà Ôn,Thị trấn Trà Ôn,9.963558,105.924897,"9.931019,105.915756 – 9.988716,105.978842","tt. Trà Ôn, Thị xã Bình Minh, Vĩnh Long, Vietnam"
Tỉnh Vĩnh Long,Thị xã Bình Minh,Phường Cái Vồn,10.066562,105.808482,"10.047918,105.794595 – 10.081507,105.824696","Cái Vồn, Bình Minh, Vinh Long, Vietnam"
Tỉnh Vĩnh Long,Thị xã Bình Minh,Phường Thành Phước,10.066925,105.797345,"10.065569,105.795994 – 10.068267,105.798692","3Q8W+QW9, Phường Thạnh Phước, Bình Minh, Vĩnh Long, Vietnam"
Tỉnh Đắk Lắk,Huyện Cư Kuin,Xã Ea BHốk,12.569213,108.202167,"12.534435,108.139823 – 12.610689,108.225889","Ea Bhôk, Cư Kuin, Đắk Lắk, Vietnam"
Tỉnh Đồng Nai,Huyện Xuân Lộc,Xã Xuân Tâm,10.866663,107.444025,"10.765858,107.398224 – 10.969505,107.514267","Xuân Tâm, Xuân Lộc, Đồng Nai, Vietnam"
Tỉnh Đồng Tháp,Huyện Cao Lãnh,Xã Gáo Giồng,10.606672,105.629373,"10.552812,105.589696 – 10.672164,105.660077","Gáo Giồng, Cao Lãnh, Đồng Tháp, Vietnam"
Tỉnh Đồng Tháp,Huyện Hồng Ngự,Xã Phú Thuận B,10.757004,105.342391,"10.716779,105.315499 – 10.776819,105.353737","Phú Thuận B, Hồng Ngự, Đồng Tháp, Vietnam"
Tỉnh Đồng Tháp,Huyện Thanh Bình,Xã Tân Thạnh,10.576177,105.459531,"10.538752,105.436027 – 10.616205,105.494328","Tân Thạnh, Thanh Bình District, Dong Thap, Vietnam"
Tỉnh Đồng Tháp,Thành phố Sa Đéc,Phường 3,10.304323,105.762259,"10.295813,105.756455 – 10.312006,105.768664","phường 3, Thành phố Sa Đéc, Đồng Tháp, Vietnam"
Tỉnh Đồng Tháp,Thành phố Sa Đéc,Phường 4,10.291581,105.77253,"10.285986,105.76905 – 10.29841,105.779243","phường 4, Thành phố Sa Đéc, Đồng Tháp, Vietnam"
